cur_domain,cur_diff,correct,time_ms,target_domain,target_diff
1,2,0,4350,1,1
2,0,0,7410,0,0
2,1,1,13319,2,0
0,1,0,6260,0,0
2,1,1,5145,2,1
1,2,0,4138,1,1
0,0,0,8027,0,0
2,0,1,9327,2,0
2,0,0,6104,2,0
0,0,1,12688,0,0
2,1,0,4154,2,0
1,2,0,8441,1,1
1,1,1,11153,0,0
2,1,0,1605,2,0
1,0,1,2681,1,1
0,2,1,5662,0,2
1,0,1,4907,1,0
0,2,0,2315,0,1
1,0,0,7805,1,0
1,0,1,7059,1,0
0,2,0,6811,0,1
0,0,0,13393,0,0
0,0,0,1734,0,0
1,1,1,10041,2,0
2,1,0,834,2,0
0,2,1,5727,0,2
0,0,0,9486,0,0
1,2,0,8999,1,1
0,2,0,6246,0,1
2,2,1,12293,2,1
0,1,0,9871,0,0
1,2,0,9932,1,1
0,0,1,5166,0,0
1,2,1,7806,0,2
1,2,1,5463,2,2
1,1,1,9460,0,1
0,2,0,14985,2,1
2,0,1,4544,2,0
2,2,1,12594,2,1
2,1,1,7848,2,1
1,2,1,8873,1,2
1,2,1,5417,1,2
1,2,1,1768,2,2
0,2,0,4432,0,1
0,0,0,4982,0,0
1,1,1,4163,0,1
0,2,0,8289,0,1
1,2,0,4806,1,1
2,0,0,11547,1,0
1,0,1,14312,0,0
1,2,1,4677,1,2
1,0,1,7051,1,0
2,1,0,11480,2,0
0,2,0,12076,0,1
1,2,0,14015,1,1
1,0,0,13086,1,0
2,0,1,3301,2,0
2,1,1,4556,2,1
2,1,0,11044,2,0
0,1,1,1354,0,2
1,2,1,7212,1,2
1,2,0,3844,1,1
1,1,0,544,1,0
0,0,1,9682,0,0
0,0,1,12234,0,0
2,1,1,7881,1,1
2,1,0,10653,0,0
2,1,1,10045,2,0
2,0,1,8490,2,0
1,0,1,2041,1,1
1,0,0,10201,1,0
2,2,0,10657,2,1
0,1,1,6535,1,1
1,1,0,1608,1,0
0,0,1,8027,0,0
2,1,1,2039,2,2
2,1,1,8249,2,1
0,1,0,10067,0,0
2,1,0,6458,2,0
1,2,0,11198,1,1
0,0,1,11028,0,0
2,1,0,6945,2,0
2,2,1,971,2,2
0,2,1,1206,0,2
1,2,1,11850,1,1
2,1,1,14907,2,0
2,0,0,5222,2,0
2,1,1,4030,2,1
0,1,1,14595,0,0
2,0,1,2255,2,1
0,0,0,11137,2,0
1,2,0,11796,1,1
0,2,1,3448,1,2
2,2,1,7655,2,2
0,2,0,9658,0,1
1,2,0,9863,1,1
2,1,1,1125,2,2
2,0,1,8617,2,0
0,1,0,5996,0,0
1,2,0,10013,1,1
0,2,0,7724,0,1
1,0,1,1284,1,1
0,0,1,14712,0,0
2,1,1,8772,2,1
2,2,1,11694,0,1
0,1,1,12841,0,0
0,2,0,2594,0,1
2,1,1,5345,2,1
2,1,1,11544,2,0
2,2,0,633,2,1
0,0,1,3533,0,0
1,0,0,12225,1,0
2,2,1,6309,2,2
1,2,1,4770,1,2
2,2,0,11469,2,1
1,0,1,5773,1,0
2,1,0,12322,2,0
2,2,0,11358,2,1
0,0,1,12432,2,0
2,1,1,4566,2,1
1,2,0,6166,1,1
1,0,1,6119,1,0
1,0,1,4462,1,0
2,2,0,10735,2,1
1,2,0,10375,1,1
0,2,0,12718,1,1
0,1,0,14664,0,0
1,0,0,2015,1,0
1,2,0,12882,1,1
1,1,0,2181,1,0
2,1,0,13712,2,0
2,2,1,2021,2,2
0,2,1,1520,0,2
2,0,0,3713,2,0
0,0,0,3101,0,0
1,2,1,4069,1,2
2,2,0,12996,2,1
2,2,1,6247,2,2
1,2,1,11756,2,1
0,0,1,9721,0,0
1,1,0,6393,1,0
0,2,0,11040,1,1
2,0,0,10277,2,0
1,1,0,11620,1,0
2,2,0,12213,2,1
0,0,0,14209,1,0
1,0,0,3177,1,0
1,0,0,12153,1,0
1,2,1,10671,1,1
1,1,0,10299,1,0
1,0,1,4975,1,0
1,2,0,4328,1,1
1,2,0,5872,0,1
0,2,0,12315,0,1
1,2,1,2305,2,2
2,1,0,1981,2,0
2,1,0,13595,2,0
2,2,0,4539,2,1
0,0,0,5119,0,0
2,2,1,5944,2,2
1,0,0,9612,1,0
1,1,1,4165,1,1
2,0,0,12572,2,0
1,2,0,3114,1,1
2,0,1,7219,2,0
2,0,0,12568,2,0
1,2,0,3252,2,1
1,1,0,5566,1,0
0,1,1,2956,0,2
1,0,1,1000,1,1
1,1,1,6469,1,1
0,1,0,1749,2,0
2,2,0,7177,2,1
0,1,0,11873,0,0
2,0,1,6668,2,0
2,2,0,9382,1,1
1,0,0,9261,1,0
2,2,1,12542,2,1
0,1,1,11398,0,0
2,2,1,957,2,2
2,2,1,6347,2,2
1,2,0,1297,1,1
0,0,0,13142,0,0
0,0,1,9953,0,0
0,0,0,7211,0,0
1,2,1,9878,1,2
1,0,0,5055,1,0
2,1,0,13800,2,0
1,1,0,7966,1,0
1,2,0,3478,1,1
0,1,0,7480,0,0
0,0,0,5732,0,0
2,0,1,5218,2,0
2,0,1,1185,2,1
1,0,1,9361,1,0
0,0,0,14899,0,0
2,1,0,8836,2,0
2,0,1,11980,2,0
1,1,1,13533,1,0
2,0,0,3613,2,0
0,0,0,11903,0,0
1,0,0,5049,1,0
2,1,0,8359,2,0
1,2,0,8532,1,1
0,2,1,6839,0,2
1,1,0,5130,1,0
2,2,1,14761,2,1
2,1,0,7459,2,0
0,2,1,14518,0,1
0,0,1,13401,2,0
1,1,0,10647,1,0
1,0,0,11944,0,0
0,1,0,4148,0,0
0,1,1,14274,2,0
2,0,0,1858,2,0
1,0,0,6289,1,0
0,1,0,11262,2,0
0,1,0,6847,0,0
1,1,1,9620,1,1
0,1,0,14546,0,0
2,2,1,7919,2,2
0,2,0,13589,0,1
2,1,0,10768,2,0
2,1,0,13022,2,0
0,2,1,9141,0,2
2,1,0,2993,1,0
1,1,0,7051,1,0
1,1,0,717,0,0
1,1,0,9808,1,0
1,2,0,746,1,1
1,1,1,13720,1,0
0,1,0,13558,1,0
0,1,0,3071,0,0
1,2,1,556,1,2
1,2,0,4430,2,1
2,1,1,13114,2,0
1,0,0,8838,1,0
1,0,0,3513,1,0
1,2,0,4269,1,1
0,1,0,13693,0,0
1,1,1,11947,1,0
1,0,0,620,1,0
0,1,0,1170,0,0
0,1,0,5030,0,0
2,0,0,4289,1,0
0,2,1,10497,2,1
1,2,1,9665,1,2
0,2,0,8448,2,1
2,2,1,12484,2,1
1,2,0,5513,1,1
1,2,1,12839,1,1
0,0,0,12191,1,0
1,2,0,10978,1,1
0,2,0,1555,0,1
2,2,1,5777,2,2
2,0,1,14430,2,0
0,1,1,7092,0,1
1,0,1,10111,0,0
0,2,0,4795,1,1
2,2,0,3278,2,1
2,1,0,1170,2,0
1,1,1,11307,1,0
0,2,1,845,0,2
2,0,0,520,2,0
0,0,0,14216,0,0
0,2,1,11362,0,1
0,0,0,3498,1,0
2,1,0,2731,2,0
1,2,0,12964,1,1
2,1,1,2613,2,2
2,2,1,7466,2,2
0,0,0,7014,0,0
0,0,0,6586,0,0
0,0,1,13042,0,0
0,2,0,10320,0,1
0,0,1,7523,0,0
1,0,0,5765,1,0
2,1,0,2050,0,0
0,1,0,13040,0,0
0,1,1,12998,0,0
1,2,1,9085,1,2
0,2,1,6395,0,2
0,0,1,13019,1,0
0,0,1,3304,0,0
1,2,1,10155,2,1
2,0,1,6433,2,0
2,0,0,1309,2,0
1,0,1,7777,1,0
2,1,0,5766,2,0
1,2,1,978,0,2
2,0,1,2556,2,1
2,0,1,12961,2,0
0,2,1,14829,0,1
2,0,1,6512,2,0
0,1,1,1933,2,2
0,1,1,9558,1,1
2,0,0,13046,2,0
2,0,0,7071,2,0
0,2,1,1749,0,2
1,2,1,5402,0,2
0,1,0,5544,0,0
1,2,1,3983,1,2
1,0,1,14321,1,0
1,1,0,11974,1,0
2,0,0,1945,2,0
2,2,1,9217,2,2
1,2,0,4543,1,1
1,1,0,2331,2,0
0,1,1,3304,0,1
2,0,1,11976,2,0
0,2,1,13830,0,1
2,0,1,11830,2,0
2,0,0,6210,2,0
1,1,1,13858,1,0
1,0,1,7329,1,0
1,1,0,8346,1,0
1,0,1,7450,1,0
0,2,0,2502,0,1
2,2,0,13167,2,1
1,2,1,9661,1,2
0,0,1,5613,0,0
2,1,0,14288,2,0
0,1,1,4883,0,1
0,2,1,14462,1,1
1,2,0,11808,1,1
1,1,1,698,2,2
1,0,1,10627,0,0
1,1,0,6726,2,0
1,0,1,3670,0,0
2,2,0,14853,2,1
1,1,0,5315,1,0
1,0,1,8113,1,0
2,2,0,12538,2,1
2,0,0,2340,2,0
0,0,0,7180,0,0
0,2,0,8928,0,1
2,2,1,6832,2,2
0,1,0,8479,0,0
2,0,0,539,2,0
1,2,1,7816,1,2
1,1,0,4541,1,0
0,0,0,3569,0,0
1,1,0,8145,1,0
2,0,0,728,1,0
2,2,1,7276,2,2
0,0,1,10609,0,0
1,1,0,2554,1,0
0,2,1,2013,0,2
1,1,1,6669,1,1
0,2,1,4457,0,2
2,0,0,975,2,0
0,0,1,3621,0,0
0,2,0,12536,0,1
2,1,1,8905,2,1
0,2,1,8655,2,2
1,1,0,9484,1,0
1,2,1,3484,0,2
1,2,0,1594,1,1
2,0,1,841,2,1
2,1,1,5562,1,1
1,0,0,7480,1,0
0,2,1,13048,1,1
0,1,0,1176,0,0
2,1,1,9473,2,1
1,1,1,11179,1,0
2,1,1,9992,0,1
1,1,0,7799,0,0
1,0,1,9934,0,0
2,2,1,3932,2,2
2,1,0,8886,2,0
2,1,0,5809,2,0
1,2,1,6269,1,2
2,0,1,11367,2,0
1,0,0,2939,1,0
2,0,0,7702,2,0
1,1,0,9999,1,0
0,2,0,8800,0,1
2,2,1,12058,2,1
0,0,1,9560,0,0
1,0,0,9244,1,0
0,0,1,9233,0,0
1,2,0,6095,1,1
0,0,1,11626,0,0
2,2,1,1843,2,2
1,0,0,7236,1,0
1,2,1,846,1,2
0,1,1,1052,0,2
0,0,1,14138,0,0
1,2,0,13631,1,1
1,2,0,5860,2,1
0,2,1,6330,0,2
2,2,0,5980,2,1
1,1,1,2815,1,2
2,0,1,12141,2,0
1,2,1,11336,1,1
1,0,0,8110,2,0
0,1,1,4055,2,1
1,0,0,10101,2,0
1,1,1,5198,1,1
1,2,0,6965,1,1
0,2,1,11283,0,1
1,1,0,11274,1,0
2,1,0,6882,2,0
0,2,1,10045,0,1
1,0,0,10700,0,0
0,2,0,14503,0,1
0,1,0,8691,0,0
1,2,1,9578,1,2
1,1,0,5454,1,0
2,1,1,13967,1,0
1,2,1,8620,1,2
2,1,1,1098,0,2
0,0,1,14297,0,0
0,1,0,5161,0,0
1,2,1,6999,1,2
1,2,0,7002,1,1
2,1,1,7559,2,1
1,2,1,4143,1,2
1,2,1,14283,1,1
0,1,1,11516,0,0
2,2,1,7109,2,2
1,0,1,13321,0,0
1,2,0,9936,1,1
2,0,1,9826,2,0
2,1,1,7229,1,1
0,0,0,6898,0,0
1,0,0,5631,1,0
2,2,0,13436,2,1
2,1,1,10407,0,0
0,2,0,13828,1,1
2,2,0,13803,0,1
2,2,0,8945,2,1
1,0,1,4307,1,0
0,1,0,6901,0,0
1,0,0,1556,1,0
0,1,0,2741,0,0
1,0,0,987,1,0
1,1,0,2704,1,0
0,1,0,9026,0,0
0,2,1,8050,0,2
2,0,1,8383,2,0
0,1,0,2758,0,0
2,2,0,1151,2,1
0,1,1,4935,0,1
2,0,0,6660,2,0
0,0,0,7577,0,0
2,1,1,8622,0,1
0,1,1,12564,0,0
0,1,1,6437,0,1
1,1,0,13119,2,0
0,2,1,7898,0,2
1,1,1,9200,1,1
1,2,0,3559,1,1
0,0,1,883,0,1
1,2,1,5742,1,2
1,1,1,14690,1,0
0,2,0,2135,0,1
0,2,1,11577,0,1
1,1,0,8116,1,0
0,0,0,938,0,0
2,2,0,12186,2,1
2,2,1,8849,2,2
1,1,0,9705,1,0
0,0,1,3040,0,0
1,2,0,5957,1,1
0,1,1,12706,0,0
2,2,1,4202,2,2
0,1,0,4855,0,0
0,1,0,11846,0,0
1,0,1,12162,1,0
0,2,1,9329,0,2
0,0,1,11189,0,0
1,2,0,8946,1,1
2,2,0,11598,2,1
1,1,1,4659,1,1
0,1,0,7111,0,0
0,2,1,4425,0,2
2,0,0,6104,2,0
1,1,0,901,1,0
2,1,0,10481,2,0
0,2,1,14393,0,1
1,0,1,6066,1,0
0,2,1,2086,2,2
2,0,1,12464,2,0
1,2,1,4828,0,2
0,1,1,5795,0,1
0,0,0,2859,1,0
0,1,0,8135,0,0
1,1,0,3076,1,0
0,0,0,7433,0,0
0,1,1,6639,0,1
0,1,0,12042,0,0
1,1,1,3805,1,1
1,2,0,4089,0,1
0,0,0,4537,0,0
2,2,0,14374,2,1
1,1,1,2383,1,2
1,0,0,5472,1,0
2,1,1,14423,2,0
1,2,0,1356,0,1
0,2,0,11781,0,1
0,2,1,4331,0,2
0,0,0,12103,0,0
1,0,0,3942,1,0
0,0,1,4148,0,0
0,2,0,3513,0,1
1,0,1,3638,1,0
2,0,1,5267,2,0
2,0,1,9744,2,0
2,0,0,12150,2,0
1,2,1,11057,1,1
0,2,1,7124,0,2
2,1,0,5913,2,0
0,0,1,8170,0,0
1,2,0,2146,1,1
0,0,1,5840,2,0
2,2,0,906,2,1
0,0,0,7271,0,0
1,2,0,4395,0,1
1,0,1,8955,1,0
1,1,1,9828,0,1
1,0,1,9055,1,0
2,1,1,4100,2,1
1,1,0,4303,1,0
0,0,1,6122,1,0
0,2,1,7336,0,2
1,0,1,11908,2,0
2,2,1,12725,2,1
0,1,1,7615,0,1
0,2,1,11640,0,1
2,2,0,6713,2,1
2,0,0,13947,2,0
2,2,0,7984,2,1
0,2,1,8902,0,2
1,2,0,8926,1,1
2,2,1,14315,2,1
1,2,0,5224,1,1
0,2,0,12384,0,1
0,0,1,9914,0,0
0,2,1,13221,0,1
2,2,0,12913,2,1
2,0,1,2032,2,1
0,1,1,6733,0,1
2,1,1,12073,2,0
1,0,0,2679,0,0
2,1,1,14283,1,0
0,0,0,14135,0,0
2,1,0,2191,1,0
0,0,0,11527,0,0
0,2,0,10310,0,1
0,0,1,8984,0,0
1,1,1,10816,1,0
0,0,0,6422,0,0
2,0,1,6894,2,0
0,2,1,6450,0,2
2,0,1,11520,2,0
2,1,1,12423,0,0
1,0,1,11057,1,0
2,2,0,8487,2,1
1,2,1,10277,1,1
2,0,1,11445,1,0
0,2,0,1535,0,1
2,2,0,10519,2,1
2,1,0,5773,2,0
0,0,1,9481,0,0
2,2,1,2358,2,2
2,2,1,6050,1,2
1,0,0,8179,1,0
1,2,1,7711,1,2
0,2,0,6532,0,1
0,2,0,508,2,1
0,2,0,12301,0,1
0,2,1,14058,2,1
2,1,0,2778,2,0
2,1,0,12199,2,0
1,2,1,5553,1,2
2,2,0,10923,2,1
1,2,0,2122,1,1
1,2,1,9627,2,2
0,2,0,12577,0,1
1,1,0,11741,1,0
2,1,1,8693,2,1
0,2,0,4718,0,1
1,0,1,14752,1,0
0,1,1,1683,0,2
1,2,1,5077,1,2
0,1,1,11021,1,0
1,1,1,12068,1,0
0,2,1,7503,0,2
1,0,1,4630,1,0
2,2,0,9421,2,1
2,0,0,11032,2,0
2,1,0,11848,0,0
1,1,1,8010,0,1
0,0,0,4393,2,0
2,2,1,14540,2,1
0,1,1,5395,0,1
2,0,1,14123,1,0
2,2,1,6866,2,2
0,1,1,4465,1,1
0,1,0,3240,0,0
1,1,0,2879,1,0
0,2,0,7678,2,1
0,0,1,635,0,1
2,2,1,5215,2,2
2,2,1,13874,0,1
0,1,0,5972,0,0
0,2,1,12421,0,1
0,1,0,6623,2,0
1,0,1,10974,1,0
0,2,1,14205,2,1
0,0,1,2481,0,1
1,0,1,7063,1,0
0,0,0,7927,0,0
1,1,1,10522,1,0
2,0,0,2487,2,0
2,1,1,6048,0,1
2,2,1,2837,2,2
2,0,0,6663,2,0
0,0,0,4845,0,0
1,2,1,9870,1,2
1,1,0,793,1,0
2,2,1,10700,2,1
0,0,0,7276,0,0
2,2,1,9452,2,2
0,1,1,5763,0,1
0,0,0,4136,0,0
2,2,0,11618,2,1
2,1,1,5733,2,1
1,1,0,10570,1,0
2,1,1,3415,2,1
1,0,0,12482,0,0
0,0,1,13075,0,0
0,2,1,5230,1,2
0,1,0,8904,0,0
1,2,0,1571,0,1
0,0,0,6050,0,0
0,2,0,795,0,1
0,1,1,9044,0,1
2,0,1,2629,0,1
1,0,0,5138,1,0
2,0,0,5136,2,0
1,1,1,14371,2,0
0,1,0,5399,0,0
0,0,0,13630,0,0
1,2,0,6405,1,1
1,1,0,12353,1,0
1,0,0,2765,1,0
2,0,0,3078,2,0
2,2,1,12248,2,1
1,2,0,10239,1,1
2,0,1,4729,2,0
1,1,0,9833,2,0
0,2,1,5103,0,2
2,0,1,5159,2,0
0,0,0,12463,2,0
1,0,0,1704,1,0
0,0,1,578,0,1
1,0,0,7259,2,0
2,0,0,10407,2,0
2,0,0,1866,2,0
0,2,1,2751,0,2
1,0,0,7323,1,0
2,0,0,3995,2,0
0,0,1,6951,0,0
0,0,0,11346,0,0
0,1,0,9441,0,0
1,0,1,2908,1,1
0,2,0,13711,0,1
0,0,1,12343,0,0
0,2,0,12576,1,1
1,2,0,5923,1,1
2,2,1,2171,0,2
0,2,1,12414,0,1
0,1,1,3855,0,1
0,1,1,3235,0,1
1,1,1,14411,1,0
2,1,0,10188,2,0
1,2,0,11668,1,1
0,1,1,11873,0,0
1,1,1,11180,1,0
1,2,0,10235,1,1
1,1,1,12986,1,0
0,0,0,3062,0,0
1,1,0,5383,1,0
2,1,0,3057,1,0
2,0,0,3704,2,0
2,0,0,8063,2,0
0,1,1,6025,0,1
2,2,0,8175,2,1
1,2,0,11952,1,1
0,2,0,8602,0,1
1,0,0,8243,1,0
0,2,1,11175,0,1
1,1,0,2208,1,0
1,1,0,2084,1,0
1,0,1,1463,1,1
0,2,1,9187,0,2
2,0,0,3614,2,0
1,0,0,10078,1,0
1,1,0,14815,1,0
0,1,0,10095,2,0
2,1,1,13412,2,0
1,2,1,2605,1,2
1,1,0,10055,1,0
2,0,1,5878,2,0
0,0,0,4465,0,0
2,0,1,9266,2,0
2,1,0,3743,2,0
0,0,1,9729,0,0
1,2,1,4609,1,2
0,1,1,9860,1,1
1,2,0,12810,1,1
0,0,1,7310,0,0
0,2,0,8838,0,1
2,1,0,8449,2,0
0,1,1,4049,0,1
2,2,1,10826,2,1
1,1,0,1025,2,0
1,2,1,12456,1,1
1,1,0,4966,1,0
0,2,1,5368,0,2
0,0,0,2762,0,0
1,1,0,11361,1,0
0,2,0,5573,0,1
2,2,0,10708,2,1
1,2,0,3720,1,1
0,0,1,9411,0,0
1,1,0,13733,1,0
0,1,0,1722,0,0
2,0,0,8124,2,0
1,2,1,2231,1,2
0,2,0,9415,0,1
1,2,0,9398,1,1
0,2,1,6761,0,2
0,2,0,12476,0,1
2,0,0,11051,2,0
1,0,0,8251,2,0
2,0,0,3922,2,0
1,1,1,10930,1,0
1,2,0,3814,1,1
1,2,1,13050,1,1
0,2,0,9723,1,1
0,0,1,2571,0,1
0,2,0,10478,0,1
1,1,1,2598,1,2
2,2,0,8072,2,1
1,0,0,683,1,0
2,2,0,14100,0,1
0,2,1,10332,0,1
2,0,0,12485,2,0
2,0,1,7414,2,0
0,1,0,12312,2,0
0,0,0,9252,0,0
0,1,0,4875,2,0
0,1,1,5177,0,1
1,0,1,13457,1,0
1,2,0,7254,1,1
0,2,1,5197,0,2
0,0,1,5070,0,0
1,0,0,3718,1,0
0,2,1,5923,0,2
1,2,0,4295,1,1
2,1,0,7274,0,0
2,0,1,6236,1,0
0,1,0,5222,0,0
2,2,1,3514,2,2
1,0,1,12151,1,0
0,2,0,1874,0,1
1,2,1,2849,2,2
1,1,1,13619,1,0
2,1,0,13763,2,0
2,1,1,9206,2,1
2,2,0,13991,2,1
0,2,0,9102,0,1
0,2,0,10622,0,1
2,1,1,6229,2,1
1,0,0,5320,1,0
0,0,0,1276,1,0
1,1,0,10900,1,0
1,0,0,1511,1,0
1,2,1,4568,1,2
0,1,1,11548,0,0
1,1,0,1648,1,0
0,1,0,8206,0,0
2,1,1,8868,0,1
2,0,0,12621,2,0
2,2,1,14795,2,1
1,1,0,2669,0,0
0,0,0,12023,0,0
2,1,0,2243,2,0
2,2,1,14233,2,1
1,1,0,14883,2,0
1,1,0,11782,1,0
0,0,0,9364,0,0
1,0,1,14623,0,0
0,0,0,9868,1,0
2,2,0,5580,2,1
1,1,0,13084,1,0
1,0,0,5878,1,0
1,0,0,12257,0,0
0,0,0,661,0,0
1,2,0,4586,0,1
2,0,1,11390,2,0
0,1,0,7746,0,0
0,0,1,1028,0,1
2,0,1,2203,2,1
0,2,1,6367,1,2
0,0,0,844,0,0
1,2,0,6583,2,1
0,2,1,2346,0,2
1,0,0,14998,1,0
2,2,0,7406,2,1
2,1,0,3654,2,0
2,0,1,7044,0,0
2,2,0,4244,2,1
2,2,0,7846,2,1
2,1,1,10909,0,0
0,0,1,12971,0,0
1,1,1,7315,1,1
2,1,1,5063,2,1
0,0,0,8550,0,0
1,1,1,14054,1,0
2,0,0,14621,2,0
1,0,1,4128,1,0
0,0,1,3217,0,0
2,2,0,12893,2,1
1,2,1,8361,1,2
0,2,0,3381,0,1
2,1,0,10156,2,0
0,0,0,9947,2,0
2,2,1,13988,2,1
2,0,1,11498,2,0
2,0,1,7203,1,0
1,0,0,4297,1,0
1,2,0,7530,1,1
1,0,0,1449,1,0
2,1,0,1603,2,0
1,1,1,10616,1,0
1,0,0,13581,1,0
1,2,1,14064,1,1
0,0,1,3291,2,0
2,0,1,2430,2,1
2,0,0,2738,1,0
1,0,0,5159,1,0
2,0,1,7194,2,0
0,1,1,7883,0,1
0,1,0,8150,0,0
0,0,1,10049,0,0
1,1,0,10006,1,0
1,2,0,7365,1,1
0,0,1,5916,0,0
2,1,0,8093,2,0
2,0,0,6366,0,0
2,1,1,2996,2,2
0,1,0,9965,0,0
0,2,1,13043,1,1
0,2,1,7089,0,2
2,1,0,5883,1,0
1,2,1,9292,2,2
2,2,0,9372,2,1
0,2,1,9790,1,2
2,2,1,8398,2,2
0,0,0,14939,0,0
2,1,0,5009,2,0
2,0,1,13711,0,0
2,0,0,5981,0,0
2,0,1,4117,1,0
2,0,0,11239,2,0
1,2,1,2568,1,2
0,2,1,12282,0,1
0,0,1,4720,2,0
1,1,0,13237,1,0
0,1,0,8961,0,0
1,1,0,4005,2,0
1,1,1,13898,1,0
1,2,1,13596,1,1
0,1,0,7667,0,0
0,2,1,1198,0,2
2,2,1,8278,2,2
0,1,1,4221,0,1
2,2,1,14869,0,1
2,1,0,763,1,0
1,2,0,6840,1,1
0,1,1,13192,0,0
2,2,1,5667,2,2
2,1,0,9597,2,0
0,2,0,7231,0,1
2,2,0,6422,2,1
1,1,0,3018,1,0
2,1,0,8264,2,0
2,0,1,14093,2,0
2,0,1,10455,2,0
0,0,0,13663,2,0
2,0,1,9146,2,0
2,2,0,7188,2,1
1,0,1,8472,1,0
0,0,1,2312,2,1
0,2,1,8526,2,2
2,2,1,12303,2,1
0,2,1,6953,0,2
2,0,0,3403,2,0
1,0,1,1163,1,1
0,2,1,11644,0,1
2,1,0,3681,1,0
0,0,0,9399,2,0
0,2,0,3957,0,1
1,1,0,7404,2,0
0,1,1,4750,0,1
2,0,0,7483,2,0
1,0,0,10736,1,0
2,1,0,14321,2,0
0,2,1,12952,0,1
1,0,0,5566,1,0
0,1,1,13808,0,0
1,1,0,13385,1,0
2,1,0,2285,1,0
2,2,0,1080,0,1
2,0,1,11349,2,0
1,0,0,5688,1,0
0,0,0,6792,0,0
2,1,0,2893,2,0
0,0,1,6430,0,0
1,2,0,13934,1,1
1,2,1,7973,0,2
0,0,0,11904,0,0
0,2,0,13304,0,1
1,2,1,9832,1,2
1,0,1,7979,1,0
2,0,1,12626,2,0
0,2,0,8485,1,1
0,1,1,4973,0,1
0,1,0,2442,0,0
1,2,0,1703,1,1
1,1,0,10246,1,0
1,1,0,10600,2,0
0,1,1,9112,0,1
0,1,0,13797,0,0
0,1,0,11235,1,0
0,1,0,14146,0,0
0,1,1,9498,0,1
0,1,0,5072,0,0
1,0,1,8826,1,0
2,0,1,1815,2,1
1,2,0,2519,1,1
0,2,1,10623,2,1
0,2,1,1631,0,2
0,0,1,13034,0,0
1,2,0,8959,0,1
0,1,1,4795,1,1
1,1,0,6560,1,0
1,1,1,7126,0,1
0,1,1,9132,0,1
1,2,0,2525,1,1
1,0,0,7643,1,0
1,1,0,12715,1,0
1,1,0,11015,1,0
0,2,1,7330,0,2
0,0,1,4823,0,0
2,0,0,10561,1,0
0,0,0,13019,0,0
1,0,0,8200,1,0
0,2,1,10277,0,1
2,0,0,12663,2,0
1,1,1,785,1,2
0,0,1,6621,0,0
1,2,0,2943,1,1
0,1,1,14827,0,0
1,1,1,10797,1,0
2,1,0,2183,2,0
1,0,1,8656,1,0
0,1,1,7021,0,1
2,2,1,5077,1,2
2,0,0,13296,2,0
2,2,0,12562,2,1
0,2,0,14391,0,1
1,0,0,3971,1,0
2,2,1,628,2,2
0,2,0,1192,0,1
0,2,0,10026,0,1
0,2,0,9082,0,1
1,1,1,4049,0,1
0,2,0,14399,0,1
0,1,0,8989,0,0
0,2,0,13154,0,1
0,2,0,2369,0,1
0,1,0,5671,0,0
0,2,1,7192,0,2
2,1,0,6133,2,0
1,2,1,4906,1,2
0,2,0,10297,1,1
0,2,0,12349,0,1
0,2,1,13948,2,1
0,1,1,4283,1,1
1,2,1,2833,0,2
0,0,1,9623,0,0
1,2,1,4819,1,2
0,0,0,3829,0,0
0,2,1,5443,0,2
0,0,1,2812,0,1
1,0,1,1735,1,1
1,1,0,1900,0,0
0,1,1,13316,0,0
1,0,0,11078,1,0
0,2,1,1332,0,2
1,1,0,14653,1,0
2,1,1,9961,2,1
2,2,1,10729,2,1
2,1,0,10663,2,0
2,0,0,1913,0,0
1,1,0,10722,1,0
0,0,0,6497,0,0
1,2,1,3146,1,2
2,0,1,8187,2,0
1,0,1,13970,0,0
0,0,1,6815,0,0
0,0,0,9305,1,0
1,1,0,13776,1,0
2,0,1,4825,2,0
0,0,1,8680,0,0
1,2,0,9386,0,1
0,1,0,8860,0,0
0,0,1,10795,1,0
1,2,0,12609,2,1
1,0,0,8520,2,0
0,2,1,1316,0,2
2,2,1,2313,2,2
1,1,0,2176,1,0
2,1,0,4452,0,0
0,0,1,762,0,1
0,1,0,7718,0,0
2,1,0,12484,2,0
1,1,1,3294,1,1
2,1,0,3181,2,0
1,0,1,4856,1,0
1,2,0,14075,1,1
1,2,0,6757,1,1
2,2,0,11268,0,1
0,1,1,13297,1,0
2,2,0,1172,2,1
1,1,0,2685,2,0
0,0,1,5596,0,0
1,1,1,3591,1,1
0,0,0,4489,0,0
1,1,1,12557,1,0
0,2,0,8734,0,1
1,1,0,6231,1,0
2,0,0,3907,2,0
1,1,0,14418,1,0
1,2,1,4781,0,2
1,0,1,12449,1,0
1,1,0,3060,1,0
2,0,1,10868,2,0
1,1,1,6480,1,1
1,1,1,7878,2,1
1,1,1,7236,1,1
2,1,1,8247,0,1
0,0,1,10344,2,0
0,1,0,2814,0,0
1,1,0,8940,1,0
2,1,1,8090,1,1
2,0,0,9398,2,0
0,1,0,5845,0,0
0,1,1,3593,0,1
1,2,1,5846,1,2
1,2,0,3157,1,1
1,1,0,7685,0,0
2,1,0,1546,2,0
1,1,0,6412,1,0
2,2,1,1286,2,2
0,0,0,4808,0,0
0,0,0,630,0,0
0,2,0,10169,0,1
1,2,0,14468,1,1
0,0,1,6776,0,0
1,2,0,4534,1,1
1,1,0,5325,1,0
